center_2018_04_05_16_35_55_698.jpg,left_2018_04_05_16_35_55_698.jpg,right_2018_04_05_16_35_55_698.jpg,0,0,0,5.321285E-06
center_2018_04_05_16_35_55_778.jpg,left_2018_04_05_16_35_55_778.jpg,right_2018_04_05_16_35_55_778.jpg,0,0,0,4.626629E-06
center_2018_04_05_16_35_55_860.jpg,left_2018_04_05_16_35_55_860.jpg,right_2018_04_05_16_35_55_860.jpg,0,0,0,8.51479E-06
center_2018_04_05_16_35_55_942.jpg,left_2018_04_05_16_35_55_942.jpg,right_2018_04_05_16_35_55_942.jpg,0,0,0,1.894336E-06
center_2018_04_05_16_35_56_023.jpg,left_2018_04_05_16_35_56_023.jpg,right_2018_04_05_16_35_56_023.jpg,0,0,0,4.30566E-06
center_2018_04_05_16_35_56_105.jpg,left_2018_04_05_16_35_56_105.jpg,right_2018_04_05_16_35_56_105.jpg,0,0,0,1.477763E-05
center_2018_04_05_16_35_56_186.jpg,left_2018_04_05_16_35_56_186.jpg,right_2018_04_05_16_35_56_186.jpg,0,0,0,5.532795E-06
center_2018_04_05_16_35_56_268.jpg,left_2018_04_05_16_35_56_268.jpg,right_2018_04_05_16_35_56_268.jpg,0,0,0,3.034594E-06
center_2018_04_05_16_35_56_334.jpg,left_2018_04_05_16_35_56_334.jpg,right_2018_04_05_16_35_56_334.jpg,0,0,0,1.827675E-06
center_2018_04_05_16_35_56_415.jpg,left_2018_04_05_16_35_56_415.jpg,right_2018_04_05_16_35_56_415.jpg,0,0,0,1.269101E-06
center_2018_04_05_16_35_56_482.jpg,left_2018_04_05_16_35_56_482.jpg,right_2018_04_05_16_35_56_482.jpg,0,0,0,1.140438E-06
center_2018_04_05_16_35_56_564.jpg,left_2018_04_05_16_35_56_564.jpg,right_2018_04_05_16_35_56_564.jpg,0,0,0,5.434036E-07
center_2018_04_05_16_35_56_651.jpg,left_2018_04_05_16_35_56_651.jpg,right_2018_04_05_16_35_56_651.jpg,0,0.1589313,0,0.08120915
center_2018_04_05_16_35_56_731.jpg,left_2018_04_05_16_35_56_731.jpg,right_2018_04_05_16_35_56_731.jpg,0,0.3983088,0,0.3769096
center_2018_04_05_16_35_56_814.jpg,left_2018_04_05_16_35_56_814.jpg,right_2018_04_05_16_35_56_814.jpg,0,0.6450315,0,0.8286518
center_2018_04_05_16_35_56_897.jpg,left_2018_04_05_16_35_56_897.jpg,right_2018_04_05_16_35_56_897.jpg,0,0.8912255,0,1.597903
center_2018_04_05_16_35_56_977.jpg,left_2018_04_05_16_35_56_977.jpg,right_2018_04_05_16_35_56_977.jpg,0,0.8403141,0,2.493153
center_2018_04_05_16_35_57_046.jpg,left_2018_04_05_16_35_57_046.jpg,right_2018_04_05_16_35_57_046.jpg,0,0.7445925,0,3.196241
center_2018_04_05_16_35_57_127.jpg,left_2018_04_05_16_35_57_127.jpg,right_2018_04_05_16_35_57_127.jpg,-0.04694836,0.9892342,0,4.05089
center_2018_04_05_16_35_57_209.jpg,left_2018_04_05_16_35_57_209.jpg,right_2018_04_05_16_35_57_209.jpg,-0.06103287,1,0,4.982865
center_2018_04_05_16_35_57_290.jpg,left_2018_04_05_16_35_57_290.jpg,right_2018_04_05_16_35_57_290.jpg,-0.06103287,1,0,5.908587
center_2018_04_05_16_35_57_374.jpg,left_2018_04_05_16_35_57_374.jpg,right_2018_04_05_16_35_57_374.jpg,-0.07042254,1,0,6.827113
center_2018_04_05_16_35_57_454.jpg,left_2018_04_05_16_35_57_454.jpg,right_2018_04_05_16_35_57_454.jpg,-0.09859154,1,0,7.737673
center_2018_04_05_16_35_57_521.jpg,left_2018_04_05_16_35_57_521.jpg,right_2018_04_05_16_35_57_521.jpg,-0.1079812,0.9456083,0,8.406984
center_2018_04_05_16_35_57_601.jpg,left_2018_04_05_16_35_57_601.jpg,right_2018_04_05_16_35_57_601.jpg,-0.1079812,0.7553179,0,9.154675
center_2018_04_05_16_35_57_682.jpg,left_2018_04_05_16_35_57_682.jpg,right_2018_04_05_16_35_57_682.jpg,-0.1220657,0.5058177,0,9.662769
center_2018_04_05_16_35_57_764.jpg,left_2018_04_05_16_35_57_764.jpg,right_2018_04_05_16_35_57_764.jpg,-0.1596244,0.2150193,0,9.962558
center_2018_04_05_16_35_57_846.jpg,left_2018_04_05_16_35_57_846.jpg,right_2018_04_05_16_35_57_846.jpg,-0.1971831,0,0,9.944775
center_2018_04_05_16_35_57_914.jpg,left_2018_04_05_16_35_57_914.jpg,right_2018_04_05_16_35_57_914.jpg,-0.2112676,0,0,9.882778
center_2018_04_05_16_35_57_995.jpg,left_2018_04_05_16_35_57_995.jpg,right_2018_04_05_16_35_57_995.jpg,-0.2535211,0,0,9.798769
center_2018_04_05_16_35_58_076.jpg,left_2018_04_05_16_35_58_076.jpg,right_2018_04_05_16_35_58_076.jpg,-0.2629108,0,0,9.716522
center_2018_04_05_16_35_58_144.jpg,left_2018_04_05_16_35_58_144.jpg,right_2018_04_05_16_35_58_144.jpg,-0.2629108,0,0,9.637148
center_2018_04_05_16_35_58_226.jpg,left_2018_04_05_16_35_58_226.jpg,right_2018_04_05_16_35_58_226.jpg,-0.2723005,0,0,9.558415
center_2018_04_05_16_35_58_293.jpg,left_2018_04_05_16_35_58_293.jpg,right_2018_04_05_16_35_58_293.jpg,-0.2723005,0,0,9.500278
center_2018_04_05_16_35_58_375.jpg,left_2018_04_05_16_35_58_375.jpg,right_2018_04_05_16_35_58_375.jpg,-0.2957746,0,0,9.422659
center_2018_04_05_16_35_58_457.jpg,left_2018_04_05_16_35_58_457.jpg,right_2018_04_05_16_35_58_457.jpg,-0.3192488,0,0,9.342206
center_2018_04_05_16_35_58_541.jpg,left_2018_04_05_16_35_58_541.jpg,right_2018_04_05_16_35_58_541.jpg,-0.3192488,0,0,9.265306
center_2018_04_05_16_35_58_622.jpg,left_2018_04_05_16_35_58_622.jpg,right_2018_04_05_16_35_58_622.jpg,-0.3192488,0,0,9.1901
center_2018_04_05_16_35_58_705.jpg,left_2018_04_05_16_35_58_705.jpg,right_2018_04_05_16_35_58_705.jpg,-0.3192488,0,0,9.097406
center_2018_04_05_16_35_58_785.jpg,left_2018_04_05_16_35_58_785.jpg,right_2018_04_05_16_35_58_785.jpg,-0.3192488,0,0,9.02404
center_2018_04_05_16_35_58_866.jpg,left_2018_04_05_16_35_58_866.jpg,right_2018_04_05_16_35_58_866.jpg,-0.3192488,0,0,8.951145
center_2018_04_05_16_35_58_948.jpg,left_2018_04_05_16_35_58_948.jpg,right_2018_04_05_16_35_58_948.jpg,-0.3192488,0,0,8.879
center_2018_04_05_16_35_59_029.jpg,left_2018_04_05_16_35_59_029.jpg,right_2018_04_05_16_35_59_029.jpg,-0.3192488,0,0,8.807434
center_2018_04_05_16_35_59_111.jpg,left_2018_04_05_16_35_59_111.jpg,right_2018_04_05_16_35_59_111.jpg,-0.314554,0.2462205,0,8.87272
center_2018_04_05_16_35_59_192.jpg,left_2018_04_05_16_35_59_192.jpg,right_2018_04_05_16_35_59_192.jpg,-0.2910798,0.09482024,0,8.997885
center_2018_04_05_16_35_59_273.jpg,left_2018_04_05_16_35_59_273.jpg,right_2018_04_05_16_35_59_273.jpg,-0.2676056,0,0,8.94693
